time,frequency,confidence
10.730,523.409,0.726067
10.740,521.930,0.500750
10.750,447.544,0.663617
10.760,446.746,0.895015
10.770,444.416,0.903592
10.780,441.390,0.930709
10.790,440.217,0.954178
10.800,439.782,0.955497
10.810,439.652,0.957581
10.820,439.030,0.945978
10.830,439.154,0.955524
10.840,439.394,0.965366
10.850,439.734,0.969041
10.860,439.980,0.973550
10.870,440.084,0.973078
10.880,440.283,0.976464
10.890,440.703,0.978962
10.900,440.543,0.977743
10.910,440.450,0.978228
10.920,440.550,0.977421
10.930,440.390,0.976264
10.940,440.520,0.978603
10.950,440.185,0.974095
10.960,440.164,0.973733
10.970,440.261,0.973228
10.980,440.242,0.976650
10.990,440.257,0.975136
11.000,440.243,0.974289
11.010,439.916,0.971799
11.020,440.074,0.971244
11.030,440.069,0.971464
11.040,440.346,0.974178
11.050,440.400,0.975484
11.060,440.259,0.976699
11.070,440.410,0.978188
11.080,440.400,0.977645
11.090,440.566,0.978288
11.100,440.609,0.978431
11.110,440.190,0.977481
11.120,440.229,0.975767
11.130,439.731,0.968672
11.140,440.070,0.971092
11.150,440.302,0.972860
11.160,440.276,0.973715
11.170,440.444,0.973954
11.180,440.341,0.971997
11.190,440.127,0.968121
11.200,440.210,0.968011
11.210,439.978,0.961019
11.220,440.264,0.952375
11.230,439.576,0.920412
11.240,438.253,0.725651
11.250,393.866,0.541151
11.260,392.519,0.848795
11.270,391.113,0.905423
11.280,390.790,0.919605
11.290,391.106,0.928545
11.300,391.355,0.938939
11.310,391.992,0.955945
11.320,392.012,0.959742
11.330,392.117,0.966174
11.340,391.725,0.961081
11.350,391.809,0.959431
11.360,391.747,0.956242
11.370,391.560,0.949448
11.380,391.723,0.955334
11.390,391.868,0.958056
11.400,392.043,0.962793
11.410,392.105,0.962541
11.420,391.995,0.963952
11.430,392.086,0.967262
11.440,391.665,0.959883
11.450,391.926,0.963295
11.460,391.694,0.955877
11.470,391.814,0.956481
11.480,391.702,0.954631
11.490,391.752,0.954949
11.500,391.688,0.954403
11.510,391.854,0.956846
11.520,391.996,0.960341
11.530,392.019,0.959284
11.540,392.114,0.961489
11.550,392.058,0.964501
11.560,391.780,0.956343
11.570,391.642,0.952131
11.580,391.531,0.949996
11.590,391.312,0.940678
11.600,391.480,0.950063
11.610,391.455,0.951602
11.620,391.852,0.959410
11.630,391.832,0.959983
11.640,391.648,0.955505
11.650,391.747,0.961223
11.660,391.508,0.954745
11.670,391.572,0.953841
11.680,391.540,0.953828
11.690,391.715,0.955331
11.700,391.738,0.955892
11.710,391.824,0.958629
11.720,391.669,0.957350
11.730,391.745,0.956609
11.740,391.790,0.959157
11.750,391.890,0.959550
11.760,391.759,0.959659
11.770,391.894,0.959982
11.780,391.907,0.960174
11.790,391.723,0.954881
11.800,391.616,0.951085
11.810,391.676,0.954329
11.820,391.912,0.962460
11.830,391.780,0.958641
11.840,391.954,0.958165
11.850,391.675,0.955938
11.860,391.662,0.953711
11.870,391.600,0.955080
11.880,391.539,0.950739
11.890,391.532,0.946768
11.900,391.532,0.946618
11.910,391.676,0.950959
11.920,391.648,0.955672
11.930,391.537,0.956130
11.940,391.481,0.951989
11.950,391.485,0.943592
11.960,392.109,0.936619
11.970,392.275,0.917564
11.980,392.449,0.816503
11.990,393.796,0.682451
12.000,529.478,0.508966
12.010,529.389,0.734653
12.020,525.726,0.872123
12.030,524.054,0.938974
12.040,524.108,0.944686
12.050,524.077,0.941505
12.060,523.916,0.945503
12.070,523.705,0.947141
12.080,523.952,0.950747
12.090,524.244,0.960830
12.100,524.362,0.962718
12.110,524.728,0.964268
12.120,524.705,0.962785
12.130,524.651,0.962155
12.140,524.616,0.961237
12.150,524.809,0.962602
12.160,524.632,0.960964
12.170,524.722,0.961717
12.180,524.656,0.962086
12.190,524.534,0.962396
12.200,524.369,0.957987
12.210,524.468,0.955223
12.220,523.889,0.947105
12.230,523.523,0.920120
12.240,522.298,0.857493
12.250,515.792,0.783241
12.260,502.971,0.844929
12.270,497.036,0.916058
12.280,495.394,0.902343
12.290,494.960,0.925275
12.300,494.747,0.943559
12.310,493.989,0.947888
12.320,494.237,0.957384
12.330,494.357,0.955956
12.340,493.549,0.952964
12.350,493.012,0.946561
12.360,493.550,0.959130
12.370,493.944,0.961121
12.380,494.392,0.963096
12.390,494.579,0.970532
12.400,495.050,0.974804
12.410,494.278,0.971464
12.420,493.594,0.962097
12.430,493.691,0.966054
12.440,493.939,0.969338
12.450,493.903,0.962061
12.460,494.253,0.964594
12.470,495.027,0.967153
12.480,495.339,0.972300
12.490,495.144,0.972983
12.500,495.864,0.976183
12.510,496.040,0.973380
12.520,494.914,0.972338
12.530,494.192,0.967865
12.540,494.546,0.971626
12.550,495.266,0.974218
12.560,495.097,0.973282
12.570,494.877,0.974835
12.580,494.811,0.975686
12.590,494.914,0.974053
12.600,495.024,0.972461
12.610,494.946,0.973221
12.620,494.430,0.969724
12.630,494.536,0.968469
12.640,494.142,0.970233
12.650,493.748,0.962035
12.660,493.924,0.964635
12.670,493.748,0.966093
12.680,493.632,0.960896
12.690,493.761,0.957049
12.700,493.665,0.946592
12.710,493.889,0.930735
12.720,493.843,0.895653
12.730,491.971,0.865147
12.740,489.731,0.685317
12.750,449.915,0.600859
12.760,446.449,0.884644
12.770,444.084,0.892059
12.780,441.535,0.932882
12.790,440.185,0.954125
12.800,439.755,0.956686
12.810,439.536,0.955605
12.820,439.025,0.945066
12.830,439.047,0.952417
12.840,439.370,0.964212
12.850,439.804,0.970809
12.860,439.892,0.973060
12.870,440.119,0.973405
12.880,440.147,0.975128
12.890,440.818,0.978574
12.900,440.526,0.977056
12.910,440.632,0.978341
12.920,440.550,0.976751
12.930,440.588,0.976884
12.940,440.529,0.977338
12.950,440.285,0.974170
12.960,440.263,0.973519
12.970,440.305,0.971517
12.980,440.531,0.976133
12.990,440.326,0.972726
13.000,440.625,0.975442
13.010,440.025,0.970662
13.020,440.514,0.972221
13.030,440.220,0.970893
13.040,440.751,0.976241
13.050,440.371,0.974086
13.060,440.523,0.977159
13.070,440.463,0.976974
13.080,440.565,0.978099
13.090,440.685,0.977716
13.100,440.576,0.978560
13.110,440.268,0.977322
13.120,440.190,0.975053
13.130,439.824,0.969499
13.140,440.040,0.970558
13.150,440.303,0.972605
13.160,440.285,0.973927
13.170,440.513,0.974012
13.180,440.432,0.972553
13.190,440.194,0.968295
13.200,440.409,0.969724
13.210,440.103,0.962203
13.220,440.363,0.953245
13.230,439.694,0.925530
13.240,438.395,0.734743
13.250,393.699,0.553532
13.260,392.421,0.843770
13.270,391.089,0.905714
13.280,390.768,0.920036
13.290,391.126,0.929375
13.300,391.361,0.939233
13.310,391.973,0.955501
13.320,392.001,0.959474
13.330,392.105,0.965748
13.340,391.711,0.960936
13.350,391.786,0.958412
13.360,391.748,0.955835
13.370,391.552,0.948628
13.380,391.716,0.954580
13.390,391.856,0.957929
13.400,392.030,0.962418
13.410,392.104,0.962749
13.420,392.006,0.963899
13.430,392.082,0.967209
13.440,391.674,0.959550
13.450,391.928,0.963312
13.460,391.687,0.955493
13.470,391.820,0.956471
13.480,391.714,0.955109
13.490,391.761,0.955033
13.500,391.698,0.954238
13.510,391.859,0.956995
13.520,392.002,0.960190
13.530,392.031,0.959518
13.540,392.112,0.961632
13.550,392.067,0.964719
13.560,391.772,0.956407
13.570,391.638,0.952304
13.580,391.520,0.949558
13.590,391.300,0.940138
13.600,391.477,0.949552
13.610,391.440,0.951069
13.620,391.864,0.959291
13.630,391.839,0.959438
13.640,391.660,0.955388
13.650,391.756,0.960931
13.660,391.541,0.954733
13.670,391.634,0.955495
13.680,391.582,0.956077
13.690,391.540,0.950789
13.700,391.450,0.948153
13.710,391.411,0.937866
13.720,391.493,0.928370
13.730,391.041,0.852572
13.740,390.151,0.693384
13.750,389.856,0.578002
13.760,443.798,0.683450
13.770,443.529,0.861073
13.780,441.330,0.926108
13.790,440.144,0.948395
13.800,439.766,0.949776
13.810,439.615,0.957633
13.820,439.169,0.948115
13.830,439.172,0.956118
13.840,439.505,0.963393
13.850,439.792,0.969930
13.860,440.008,0.972643
13.870,440.139,0.973720
13.880,440.160,0.972971
13.890,440.691,0.977990
13.900,440.631,0.976756
13.910,440.532,0.977951
13.920,440.601,0.975420
13.930,440.543,0.976978
13.940,440.622,0.976444
13.950,440.236,0.973456
13.960,440.204,0.970771
13.970,440.445,0.974664
13.980,440.353,0.974858
13.990,440.282,0.974559
14.000,440.247,0.972065
14.010,440.019,0.972155
14.020,440.036,0.968010
14.030,440.158,0.970676
14.040,440.308,0.970606
14.050,440.517,0.974130
14.060,440.270,0.974221
14.070,440.659,0.977265
14.080,440.497,0.976941
14.090,440.743,0.976502
14.100,440.606,0.977322
14.110,440.407,0.977519
14.120,440.091,0.973024
14.130,439.791,0.966026
14.140,439.961,0.968095
14.150,440.380,0.970538
14.160,440.214,0.971344
14.170,440.610,0.972026
14.180,440.427,0.970533
14.190,440.321,0.964598
14.200,440.260,0.967004
14.210,440.079,0.959812
14.220,440.250,0.949285
14.230,439.829,0.932736
14.240,440.223,0.668279
14.250,345.843,0.363449
14.260,348.684,0.682536
14.270,347.957,0.866153
14.280,347.415,0.934121
14.290,346.894,0.943367
14.300,347.427,0.933963
14.310,348.179,0.937972
14.320,348.100,0.940466
14.330,348.185,0.946813
14.340,348.335,0.952044
14.350,348.158,0.948022
14.360,348.413,0.959334
14.370,348.239,0.951042
14.380,348.352,0.953314
14.390,348.341,0.948803
14.400,348.467,0.956514
14.410,348.216,0.945875
14.420,348.308,0.955786
14.430,348.461,0.958830
14.440,348.550,0.960430
14.450,348.656,0.960669
14.460,348.695,0.958365
14.470,348.817,0.956165
14.480,348.558,0.939289
14.490,347.523,0.915403
14.500,343.818,0.770430
14.510,332.029,0.668544
14.520,329.194,0.842526
14.530,329.423,0.908896
14.540,329.522,0.933273
14.550,329.705,0.959931
14.560,329.305,0.939355
14.570,328.624,0.936396
14.580,329.060,0.948796
14.590,329.572,0.974118
14.600,329.916,0.980969
14.610,329.633,0.972712
14.620,328.779,0.937216
14.630,328.718,0.935702
14.640,329.268,0.962370
14.650,329.410,0.969346
14.660,329.201,0.966549
14.670,328.424,0.947538
14.680,328.342,0.954263
14.690,328.801,0.948471
14.700,329.326,0.966480
14.710,329.527,0.968980
14.720,329.010,0.939850
14.730,328.328,0.944634
14.740,327.318,0.863736
14.750,328.207,0.569058
14.760,296.247,0.628697
14.770,295.157,0.844138
14.780,294.137,0.893799
14.790,293.189,0.868647
14.800,292.266,0.919540
14.810,292.610,0.905244
14.820,293.679,0.946893
14.830,293.577,0.955602
14.840,293.627,0.964232
14.850,293.426,0.965569
14.860,293.399,0.964652
14.870,293.806,0.971180
14.880,294.033,0.977279
14.890,293.799,0.974981
14.900,293.621,0.973861
14.910,293.423,0.963841
14.920,293.278,0.951856
14.930,293.472,0.962918
14.940,293.642,0.966713
14.950,293.652,0.970517
14.960,293.783,0.972266
14.970,293.674,0.971310
14.980,293.386,0.964083
14.990,293.343,0.961952
15.000,293.460,0.964246
15.010,293.545,0.969767
15.020,293.587,0.970412
15.030,293.446,0.967341
15.040,293.457,0.968677
15.050,293.401,0.966629
15.060,293.344,0.963092
15.070,293.459,0.965486
15.080,293.628,0.968823
15.090,293.616,0.967233
15.100,293.663,0.971514
15.110,293.787,0.974117
15.120,293.532,0.967460
15.130,293.578,0.969060
15.140,293.479,0.967638
15.150,293.335,0.959760
15.160,293.334,0.960574
15.170,293.411,0.964041
15.180,293.398,0.961518
15.190,293.475,0.957852
15.200,293.468,0.949209
15.210,293.591,0.938737
15.220,293.594,0.922006
15.230,293.614,0.837880
15.240,292.646,0.658678
15.250,263.530,0.430306
15.260,262.437,0.684964
15.270,262.984,0.811875
15.280,262.459,0.891744
15.290,261.071,0.906292
15.300,259.623,0.935643
15.310,260.369,0.936038
15.320,260.746,0.928727
15.330,261.299,0.930986
15.340,261.391,0.946819
15.350,261.195,0.944663
15.360,260.998,0.935152
15.370,261.135,0.948451
15.380,261.205,0.947275
15.390,261.115,0.947678
15.400,261.250,0.951049
15.410,261.127,0.947588
15.420,261.102,0.940818
15.430,260.965,0.929698
15.440,260.973,0.931093
15.450,261.020,0.927688
15.460,260.579,0.940113
15.470,260.918,0.935727
15.480,260.882,0.938156
15.490,260.980,0.942546
15.500,261.101,0.948900
15.510,261.076,0.949142
15.520,260.972,0.944568
15.530,260.979,0.944876
15.540,261.259,0.953184
15.550,261.128,0.948853
15.560,261.159,0.950598
15.570,261.347,0.956394
15.580,261.049,0.946533
15.590,260.898,0.942393
15.600,261.066,0.947640
15.610,261.247,0.954263
15.620,261.281,0.954272
15.630,261.359,0.955131
15.640,261.210,0.952136
15.650,261.219,0.950308
15.660,261.202,0.952006
15.670,261.210,0.954299
15.680,261.166,0.950083
15.690,261.074,0.949318
15.700,261.204,0.951276
15.710,261.062,0.946315
15.720,261.047,0.949397
15.730,261.161,0.949651
15.740,261.005,0.947764
15.750,261.210,0.952439
15.760,261.088,0.948029
15.770,261.043,0.947678
15.780,260.898,0.940088
15.790,260.969,0.943553
15.800,261.003,0.943602
15.810,260.848,0.939889
15.820,260.842,0.934566
15.830,260.881,0.938485
15.840,261.043,0.940464
15.850,260.913,0.936865
15.860,260.718,0.936095
15.870,260.680,0.939902
15.880,260.780,0.937357
15.890,261.056,0.939549
15.900,260.907,0.942585
15.910,260.907,0.938957
15.920,260.659,0.942357
15.930,260.897,0.935709
15.940,260.922,0.930979
15.950,260.787,0.936526
15.960,260.916,0.933280
15.970,260.649,0.943944
15.980,260.905,0.936921
15.990,260.857,0.938368
16.000,260.935,0.944097
16.010,261.037,0.941688
16.020,260.876,0.941895
16.030,261.098,0.946643
16.040,261.006,0.943116
16.050,261.149,0.949236
16.060,261.155,0.948807
16.070,261.348,0.953257
16.080,261.437,0.959314
16.090,261.540,0.956182
16.100,261.291,0.950168
16.110,261.223,0.946902
16.120,261.235,0.942598
16.130,260.684,0.937506
16.140,260.574,0.937085
16.150,260.715,0.938823
16.160,260.680,0.933874
16.170,260.212,0.944610
16.180,260.694,0.929871
16.190,260.958,0.913943
16.200,260.857,0.915200
16.210,261.934,0.920523
16.220,262.018,0.906632
16.230,262.204,0.910988
16.240,262.534,0.894896
16.250,263.670,0.881963
16.260,262.725,0.893877
16.270,262.563,0.903061
16.280,261.990,0.923117
16.290,261.360,0.922430
16.300,260.708,0.913703
16.310,260.920,0.919265
16.320,260.795,0.920602
16.330,260.916,0.922756
16.340,260.939,0.923583
16.350,260.834,0.918413
16.360,260.446,0.936940
16.370,259.231,0.933889
16.380,259.573,0.948878
16.390,259.648,0.944312
16.400,259.729,0.936611
16.410,260.018,0.944213
16.420,259.699,0.935737
16.430,259.062,0.910896
16.440,259.678,0.909217
16.450,260.044,0.895398
16.460,258.964,0.883286
16.470,259.783,0.883314
16.480,260.564,0.825305
16.490,260.288,0.828038
16.500,261.032,0.692021
16.510,262.561,0.647873
16.520,261.480,0.699121
16.530,262.789,0.713100
16.540,262.988,0.756327
16.550,261.420,0.749807
16.560,261.909,0.699062
16.570,262.590,0.767759
16.580,261.346,0.817141
16.590,262.489,0.774864
16.600,262.186,0.814935
16.610,260.399,0.828072
16.620,261.223,0.846909
16.630,261.999,0.787074
16.640,260.100,0.727947
16.650,261.254,0.606447
16.660,262.707,0.639418
16.670,261.687,0.716678
16.680,262.695,0.710972
16.690,261.960,0.678745
16.700,258.874,0.611725
16.710,260.016,0.604117
16.720,261.049,0.633322
16.730,261.969,0.805495
16.740,261.673,0.855393
16.750,260.553,0.877150
16.760,259.940,0.917270
16.770,260.503,0.919911
16.780,260.472,0.928644
16.790,260.535,0.924261
16.800,260.949,0.920133
16.810,260.421,0.942830
16.820,260.252,0.949098
16.830,259.730,0.944806
16.840,259.744,0.941708
16.850,260.982,0.909981
16.860,261.326,0.912517
16.870,260.777,0.906024
16.880,261.047,0.909799
16.890,260.227,0.916674
16.900,260.234,0.892524
16.910,260.730,0.827955
16.920,260.445,0.744538
16.930,260.733,0.787611
16.940,260.508,0.768620
16.950,260.088,0.835180
16.960,262.423,0.813418
16.970,261.041,0.781143
16.980,0.000,nan
16.990,0.000,nan
17.000,0.000,nan
17.010,0.000,nan
17.020,0.000,nan
17.030,0.000,nan
17.040,0.000,nan
17.050,0.000,nan
17.060,0.000,nan
17.070,0.000,nan
17.080,0.000,nan
17.090,0.000,nan
17.100,0.000,nan
17.110,0.000,nan
17.120,0.000,nan
17.130,0.000,nan
17.140,0.000,nan
17.150,0.000,nan
17.160,0.000,nan
17.170,0.000,nan
17.180,0.000,nan
17.190,0.000,nan
17.200,0.000,nan
17.210,0.000,nan
17.220,0.000,nan
17.230,0.000,nan
17.240,0.000,nan
17.250,0.000,nan
17.260,0.000,nan
17.270,0.000,nan
17.280,0.000,nan
17.290,0.000,nan
17.300,0.000,nan
17.310,0.000,nan
17.320,0.000,nan
17.330,0.000,nan
17.340,0.000,nan
17.350,0.000,nan
17.360,0.000,nan
17.370,0.000,nan
17.380,0.000,nan
17.390,0.000,nan
17.400,0.000,nan
17.410,0.000,nan
17.420,0.000,nan
17.430,0.000,nan
17.440,0.000,nan
17.450,0.000,nan
17.460,0.000,nan
17.470,0.000,nan
17.480,0.000,nan
17.490,0.000,nan
17.500,0.000,nan
17.510,0.000,nan
17.520,0.000,nan
17.530,0.000,nan
17.540,0.000,nan
17.550,0.000,nan
17.560,0.000,nan
17.570,0.000,nan
17.580,0.000,nan
17.590,0.000,nan
17.600,0.000,nan
17.610,0.000,nan
17.620,0.000,nan
17.630,0.000,nan
17.640,0.000,nan
17.650,0.000,nan
17.660,0.000,nan
17.670,0.000,nan
17.680,0.000,nan
17.690,0.000,nan
17.700,0.000,nan
17.710,0.000,nan
17.720,0.000,nan
17.730,0.000,nan
17.740,0.000,nan
17.750,0.000,nan
17.760,0.000,nan
17.770,0.000,nan
17.780,0.000,nan
17.790,0.000,nan
17.800,0.000,nan
17.810,0.000,nan
17.820,0.000,nan
17.830,0.000,nan
17.840,0.000,nan
17.850,0.000,nan
17.860,0.000,nan
17.870,0.000,nan
17.880,0.000,nan
17.890,547.187,0.139570
17.900,546.689,0.127093
17.910,546.386,0.125787
17.920,546.162,0.125571
17.930,546.203,0.117134
17.940,545.879,0.098223
17.950,284.043,0.069857
17.960,32.204,0.039816
17.970,33.201,0.195313
